b,a,h,d,tw,ta,tc,tr,Sr,Wr,Es,Ec,Sd,td,Ld,KT2,KL2
0.34711382268671076,0.9674292468647971,-0.028097394005321227,1.0790597189342468,0.3175466839093825,0.8075418933622249,0.28286252863398825,-1.3156234071671133,0.5192177981647207,-0.1119205641936254,1.4513236362304398,0.023421339711997065,1.1479278564550477,-1.380752159535137,-1.2751958567173154,12190.673,191.003
0.43094006448551353,1.0370642569219037,-0.632534016266128,-0.7152197213259321,-0.4044541974003711,-0.030339968201462987,0.11233296591684717,-0.24254311498279732,0.5192177981647207,-0.6294248243182757,1.6727679297152394,0.9993412026799081,1.1479278564550477,-0.33950664072360215,0.2149965853160364,15825.317,192.066
1.4368549660711503,1.5941443373787534,-1.4960149052101375,1.0790597189342468,-0.6451211578369558,0.28386572988492,1.6470990303711177,0.7411138195194918,0.5192177981647207,-1.4056812145052513,-1.308424936481958,0.46929136294899937,0.022333226779280946,1.5694434770975452,0.8536504890446158,23056.526,509.324
-1.3294110132893515,-1.7483361453623465,1.6125162949882972,-0.7152197213259321,3.0852167289301042,1.8548942203168344,-1.422433098537424,-0.5108131880288765,0.5192177981647207,1.6993443462426525,0.7872126124367294,-0.12270191791604726,0.5851305416171648,1.2223616374937007,1.7051890273493884,12064.949,144.879
-1.3294110132893515,-0.9127160246770715,-1.668711082998939,0.0024920547781393278,-1.728122479801586,-1.9155741567197602,-1.251903535820283,0.8305371772015183,1.5659608792647965,-1.6644333445675772,-0.9529624416072734,1.2411210642523554,-1.1032614028964856,-0.33950664072360215,-0.423657318412543,12055.581,184.296
1.3530287242723475,0.479984176465054,-1.1506225496325335,-1.2535035534039862,-0.7654546380552476,-0.23981043359238474,1.1355103422196944,1.27765396561165,-0.5275252829353557,-1.146929084442926,-0.17126890900407965,0.053567659406240115,-0.5404640880586024,0.007575198880242815,-0.21077268383634987,15836.359,145.623
-0.8264535624965331,-0.14673091404890243,1.1807758505162924,0.36134794283017546,0.7988806047825514,0.49333619527584205,-0.7403148476688598,0.2939970311093607,-1.5742683640354318,1.181840086118002,1.6324682313153522,-0.17041892507226095,1.1479278564550477,0.7017388780879331,1.4923043927731952,15800.352,262.125
0.011808855491498014,-0.14673091404890243,0.14459878378348082,1.258487662960265,-0.5247876776186634,-0.5540161316787671,-0.22872615951743494,1.0988072502475972,-0.5275252829353557,0.14683156586870053,-0.09405744751155289,-1.652107314644415,1.1479278564550477,1.5694434770975452,1.4923043927731952,16673.172,280.771
-1.4970634968869578,-2.3054162258191964,0.6626873171498863,-0.8946476653519502,0.5582136443459672,-0.6587513643742283,-1.422433098537424,-1.8521635532592713,-1.5742683640354318,0.664335825993351,1.6187833757169412,-0.6073270871543336,-1.1032614028964856,0.007575198880242815,-1.0623112221411224,7186.792,62.094
-1.5808897386857614,-0.7734460045628586,1.6125162949882972,0.18191999880415738,0.07687972347279783,-0.34454566628784594,-1.592962661254565,-1.4050467648491398,0.5192177981647207,1.6993443462426525,1.1883032673064462,-0.48553741498692304,-0.5404640880586024,1.5694434770975452,0.2149965853160364,10876.195,154.818
-0.9941060460941394,-0.14673091404890243,0.8353834949386882,-0.7152197213259321,0.07687972347279783,0.07439526449399819,-0.9108444103860001,0.38342038879138707,0.5192177981647207,0.9230879560556761,-1.0398543729126861,-0.7523684894710491,1.1479278564550477,-0.5130475605255246,0.002111950739843273,10334.209,118.754
0.6824187898819227,1.3156042971503286,0.14459878378348082,-0.3563638332738968,-0.6451211578369558,0.17913049718945936,0.4533920913511293,0.4728437464734127,0.5192177981647207,0.14683156586870053,-0.33828853369546014,-1.0282614141472488,1.7107251712929314,0.35465703848408775,0.42788121989222955,16006.615,176.079
0.2632875808879072,0.7585242166934788,-0.632534016266128,-0.17693588924787873,-0.4044541974003711,-0.13507520089692357,0.28286252863398825,0.7411138195194918,-0.5275252829353557,-0.6294248243182757,-1.12302585345008,0.23603670273790364,0.022333226779280946,0.5281979582860105,-0.6365419529887361,14826.899,187.963
0.5147663062843164,-0.49490596433443373,0.6626873171498863,1.6173435510123002,-0.2841207171820787,-0.34454566628784594,0.6239216540682704,1.5459240386577286,0.5192177981647207,0.664335825993351,-0.8095328876886547,-1.396591493038138,0.022333226779280946,1.7429843968994678,0.8536504890446158,18799.914,353.868
